-9.975 0 0
-9.925 0 0
-9.875 0 0
-9.825 0 0
-9.775 0 0
-9.725 0 0
-9.675 0 0
-9.625 0 0
-9.575 0 0
-9.525 0 0
-9.475 0 0
-9.425 0 0
-9.375 0 0
-9.325 0 0
-9.275 0 0
-9.225 0 0
-9.175 0 0
-9.125 0 0
-9.075 0 0
-9.025 0 0
-8.975 0 0
-8.925 0 0
-8.875 0 0
-8.825 0 0
-8.775 0 0
-8.725 0 0
-8.675 0 0
-8.625 0 0
-8.575 0 0
-8.525 0 0
-8.475 0 0
-8.425 0 0
-8.375 0 0
-8.325 0 0
-8.275 0 0
-8.225 0 0
-8.175 0 0
-8.125 0 0
-8.075 0 0
-8.025 0 0
-7.975 0 0
-7.925 0 0
-7.875 0 0
-7.825 0 0
-7.775 0 0
-7.725 0 0
-7.675 0 0
-7.625 0 0
-7.575 0 0
-7.525 0 0
-7.475 0 0
-7.425 0 0
-7.375 0 0
-7.325 0 0
-7.275 0 0
-7.225 0 0
-7.175 0 0
-7.125 0 0
-7.075 0 0
-7.025 0 0
-6.975 0 0
-6.925 0 0
-6.875 0 0
-6.825 0 0
-6.775 0 0
-6.725 0 0
-6.675 0 0
-6.625 0 0
-6.575 0 0
-6.525 0 0
-6.475 0 0
-6.425 0 0
-6.375 0 0
-6.325 0 0
-6.275 0 0
-6.225 0 0
-6.175 0 0
-6.125 0 0
-6.075 0 0
-6.025 0 0
-5.975 0 0
-5.925 0 0
-5.875 0 0
-5.825 0 0
-5.775 0 0
-5.725 0 0
-5.675 0 0
-5.625 0 0
-5.575 0 0
-5.525 0 0
-5.475 0 0
-5.425 0 0
-5.375 0 0
-5.325 0 0
-5.275 0 0
-5.225 0 0
-5.175 0 0
-5.125 0 0
-5.075 0 0
-5.025 0 0
-4.975 0 0
-4.925 0 0
-4.875 0 0
-4.825 0 0
-4.775 0 0
-4.725 0 0
-4.675 0 0
-4.625 0 0
-4.575 0 0
-4.525 0 0
-4.475 0 0
-4.425 0 0
-4.375 0 0
-4.325 0 0
-4.275 0 0
-4.225 0 0
-4.175 0 0
-4.125 0 0
-4.075 0 0
-4.025 0 0
-3.975 0 0
-3.925 0 0
-3.875 0 0
-3.825 0 0
-3.775 0 0
-3.725 0 0
-3.675 0 0
-3.625 0 0
-3.575 0 0
-3.525 0 0
-3.475 0 0
-3.425 0 0
-3.375 0 0
-3.325 0 0
-3.275 0 0
-3.225 0 0
-3.175 0 0
-3.125 0 0
-3.075 0 0
-3.025 0 0
-2.975 0 0
-2.925 8.62069e-06 8.40241e-06
-2.875 0 0
-2.825 1.72414e-05 1.68048e-05
-2.775 1.72414e-05 1.15659e-05
-2.725 8.62069e-06 8.40241e-06
-2.675 5.17241e-05 3.46976e-05
-2.625 0.000181034 9.94e-05
-2.575 0.000103448 4.29307e-05
-2.525 0.000137931 3.57525e-05
-2.475 0.000275862 7.65253e-05
-2.425 0.00037069 7.73704e-05
-2.375 0.000586207 9.8593e-05
-2.325 0.00118966 0.000169764
-2.275 0.0019569 0.000218862
-2.225 0.00255172 0.000220326
-2.175 0.00369828 0.00025847
-2.125 0.00590517 0.0002895
-2.075 0.00837931 0.000392672
-2.025 0.0118707 0.00046604
-1.975 0.0165603 0.000461746
-1.925 0.0230862 0.000621874
-1.875 0.0307759 0.000722031
-1.825 0.0412759 0.00107613
-1.775 0.0526293 0.000683254
-1.725 0.0670345 0.00130076
-1.675 0.0851724 0.00132394
-1.625 0.106664 0.00161634
-1.575 0.1275 0.00129904
-1.525 0.149776 0.00163212
-1.475 0.176362 0.00164607
-1.425 0.201681 0.0018344
-1.375 0.228095 0.00195028
-1.325 0.251371 0.00203399
-1.275 0.27606 0.00251934
-1.225 0.301681 0.00304389
-1.175 0.31975 0.00249499
-1.125 0.337879 0.00221389
-1.075 0.349448 0.00322832
-1.025 0.357612 0.00249265
-0.975 0.368129 0.00301089
-0.925 0.371216 0.00310791
-0.875 0.371216 0.0033006
-0.825 0.371534 0.00286648
-0.775 0.3715 0.0029757
-0.725 0.363629 0.00254757
-0.675 0.352914 0.00275233
-0.625 0.347974 0.00262397
-0.575 0.338009 0.00268654
-0.525 0.330319 0.00244506
-0.475 0.321241 0.00296144
-0.425 0.311759 0.00269668
-0.375 0.302198 0.00183476
-0.325 0.294319 0.00204928
-0.275 0.285233 0.0027381
-0.225 0.277681 0.0019135
-0.175 0.274397 0.00195249
-0.125 0.269198 0.00234731
-0.075 0.270612 0.00222716
-0.025 0.272741 0.00180504
0.025 0.270009 0.00222733
0.075 0.27094 0.00210851
0.125 0.275017 0.00223164
0.175 0.276767 0.00201731
0.225 0.280466 0.00291675
0.275 0.288491 0.00209449
0.325 0.294009 0.0018082
0.375 0.302543 0.0017193
0.425 0.311603 0.00229333
0.475 0.323207 0.00226576
0.525 0.328103 0.00183108
0.575 0.339991 0.00254716
0.625 0.345802 0.00200428
0.675 0.352948 0.00256934
0.725 0.359672 0.00279818
0.775 0.368164 0.00270586
0.825 0.370534 0.00306416
0.875 0.372362 0.00274831
0.925 0.373397 0.003784
0.975 0.366784 0.00259399
1.025 0.357509 0.00294609
1.075 0.34844 0.00292221
1.125 0.335405 0.0030634
1.175 0.317664 0.00354639
1.225 0.301379 0.00261376
1.275 0.277397 0.0018144
1.325 0.253474 0.00297531
1.375 0.228388 0.00242118
1.425 0.202138 0.00270378
1.475 0.174078 0.00185031
1.525 0.146664 0.00201589
1.575 0.12769 0.00195279
1.625 0.105 0.00135737
1.675 0.0836207 0.00141148
1.725 0.0679483 0.00139968
1.775 0.0534741 0.00108252
1.825 0.0411034 0.000789196
1.875 0.0303793 0.000603645
1.925 0.0211207 0.000614493
1.975 0.0163448 0.000596088
2.025 0.0117845 0.000563621
2.075 0.00768103 0.000333315
2.125 0.00527586 0.000351741
2.175 0.00393966 0.000273501
2.225 0.00267241 0.000207076
2.275 0.00199138 0.000171755
2.325 0.00111207 0.000107309
2.375 0.000801724 0.000138616
2.425 0.000474138 0.000129526
2.475 0.000258621 6.62168e-05
2.525 0.000172414 4.56164e-05
2.575 8.62069e-05 3.75767e-05
2.625 6.03448e-05 2.20629e-05
2.675 2.58621e-05 2.52072e-05
2.725 2.58621e-05 1.37661e-05
2.775 3.44828e-05 2.61478e-05
2.825 8.62069e-06 8.40241e-06
2.875 1.72414e-05 1.68048e-05
2.925 8.62069e-06 8.40241e-06
2.975 0 0
3.025 0 0
3.075 0 0
3.125 0 0
3.175 0 0
3.225 0 0
3.275 0 0
3.325 0 0
3.375 0 0
3.425 0 0
3.475 0 0
3.525 0 0
3.575 0 0
3.625 0 0
3.675 0 0
3.725 0 0
3.775 0 0
3.825 0 0
3.875 0 0
3.925 0 0
3.975 0 0
4.025 0 0
4.075 0 0
4.125 0 0
4.175 0 0
4.225 0 0
4.275 0 0
4.325 0 0
4.375 0 0
4.425 0 0
4.475 0 0
4.525 0 0
4.575 0 0
4.625 0 0
4.675 0 0
4.725 0 0
4.775 0 0
4.825 0 0
4.875 0 0
4.925 0 0
4.975 0 0
5.025 0 0
5.075 0 0
5.125 0 0
5.175 0 0
5.225 0 0
5.275 0 0
5.325 0 0
5.375 0 0
5.425 0 0
5.475 0 0
5.525 0 0
5.575 0 0
5.625 0 0
5.675 0 0
5.725 0 0
5.775 0 0
5.825 0 0
5.875 0 0
5.925 0 0
5.975 0 0
6.025 0 0
6.075 0 0
6.125 0 0
6.175 0 0
6.225 0 0
6.275 0 0
6.325 0 0
6.375 0 0
6.425 0 0
6.475 0 0
6.525 0 0
6.575 0 0
6.625 0 0
6.675 0 0
6.725 0 0
6.775 0 0
6.825 0 0
6.875 0 0
6.925 0 0
6.975 0 0
7.025 0 0
7.075 0 0
7.125 0 0
7.175 0 0
7.225 0 0
7.275 0 0
7.325 0 0
7.375 0 0
7.425 0 0
7.475 0 0
7.525 0 0
7.575 0 0
7.625 0 0
7.675 0 0
7.725 0 0
7.775 0 0
7.825 0 0
7.875 0 0
7.925 0 0
7.975 0 0
8.025 0 0
8.075 0 0
8.125 0 0
8.175 0 0
8.225 0 0
8.275 0 0
8.325 0 0
8.375 0 0
8.425 0 0
8.475 0 0
8.525 0 0
8.575 0 0
8.625 0 0
8.675 0 0
8.725 0 0
8.775 0 0
8.825 0 0
8.875 0 0
8.925 0 0
8.975 0 0
9.025 0 0
9.075 0 0
9.125 0 0
9.175 0 0
9.225 0 0
9.275 0 0
9.325 0 0
9.375 0 0
9.425 0 0
9.475 0 0
9.525 0 0
9.575 0 0
9.625 0 0
9.675 0 0
9.725 0 0
9.775 0 0
9.825 0 0
9.875 0 0
9.925 0 0
9.975 0 0
